Singer,Text
Post.wow,Why is no one commenting the fact that he got Red Hot Chilli Pepers in the video '-'
Post.wow,Still waiting for that tyga remix.
Post.wow,Hey I heard you were on ghost adventures with Zak Begans
Post.wow,It¡¯s been months since ¡°wow¡± where you at man ? :(
Post.wow,"WOW....


I LOVE THAT HE PUT THAT MAN IN THE VIDEO <U+0001F602><U+0001F3CB><U+FE0F><U+0001F44F><U+0001F4AA><U+0001F629><U+0001F44A>"
Post.wow,is that burt from big ban theory dancing lol damn he got some moves
Post.wow,"Post Malone: I don't use auto tune
The People: Sorry we doubted you"
Post.wow,I swear every time I see this video that guy always makes me feel like I can dance like him... <U+0001F483><U+0001F57A><U+0001F483><U+0001F57A><U+0001F483>#Wow
Post.wow,I see this thinking ¡°Next thing you know song titles are ¡®R¡¯. Like damn.¡±
Post.wow,"Other singer have girls dancing 

Post Malone has the man"
Post.wow,Post Malone music is loud but it's very good in ear. My Eardrum want to thank you. <U+263A>
Post.wow,"Shrill Voice* No cameras allowed
Actual Person whaah?"
Post.wow,Tyga would murder this beat.
Post.wow,You know what be sick posty and Migos doing a song that would be so lit hype?
Post.wow,"Post Malone: idk what to name my song 
Guy after listening to it: ¡°wow¡±
Post Malone: <U+0001F4A1>"
Post.wow,ok soi have just discovered this He filmed this while filming celebrate
Post.wow,"To everyone saying the dude dancing is old, literally hes like in his 40's lmao"
Post.wow,Whoever likes this will be rich and successful<U+0001F44C><U+0001F64F><U+0001F4AF>
Post.wow,I love how Post included this guy in his concert and video! Respect! :)
Post.wow,This beat makes this song 5 times better
Post.wow,"As I would a say


                          ¡°Wow¡±"
Post.wow,"That, dancing. Phenomenalism?  And, me?  Perfect. I love hate."
Post.wow,Good job on 12k subs I have been here since 16k
Post.wow,Old man's gonna be a legend after 20 hours
Post.wow,"Wish we get to see you Posty. 
-Love from India"
Post.wow,Broooo I¡¯ve replayed this so many times
Post.wow,1:18 when waiter bring my favourite Food .
Post.wow,Hello My beautiful little boy <U+0001F469><U+200D><U+0001F466>I love and miss you My Pride and elated joy!!! Soon... Paradise :).   <U+0001F64B> Grace God<U+0001F48B>
Post.wow,Wow that's the old man I saw from a dance compilation on IG. Glad he's in the video lol
Post.wow,Post will you message JAMES BASIL HILL PLEASE ON FACEBOOK HES SUPER DEPRESSED AND IN GERMANY AND IM WORRIED ABOUT HIM
Post.wow,Foda pra caralho salve BR<U+0001F1E7><U+0001F1F7>
Post.wow,"Someone better do ¡°wow, but every word is g-wagon"
Post.wow,"Like: Sunflower
Comment: Wow!"
Post.wow,I love how he included that guy dancing in a video. Mad respect.
Post.wow,"f a t   f u c k 


Jk i love him"
Post.wow,1:26 when your teacher forgets to call you up for your presentation
Post.wow,"11 facts you didn't know about Post Malone, watch the video on our channel now."
Post.wow,Posty the only rapper to put a period in the title and get on billboard
Post.wow,"gosh diddly darn, you got the most cheeky smile."
Post.wow,"All the house wives pullin up. 
The ultimate grocery getter."
Post.wow,Idk about y¡¯all but I was definitely groovin when the old guy started dancing
Post.wow,Low key this song is like stuck in my head
Post.wow,"KD os BR <U+0001F1E7><U+0001F1F7>brasileiros, vamos dominar os comentarios!!<U+0001F606><U+0001F606>

Ja ta na playlist<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+0001F49F><U+2764><U+FE0F>
<U+0001F49F><U+2764><U+FE0F><U+0001F49F><U+2764><U+FE0F><U+0001F1E7><U+0001F1F7><U+2728><U+0001F4E2><U+0001F49F><U+0001F4E2><U+2764><U+FE0F><U+0001F49F>
https://www.youtube.com/playlist?list=PLCFb4wpgXEeKKwUsofU2UEGc6eJlcS36w"
Post.wow,Great Video <U+2713>  Good Sound <U+2713>  Cool Guy <U+2713> Body and Head is moving <U+2713>  goal achieved <U+2713> Party Time <U+2713>
Post.wow,"what did librarian say


read more"
Post.wow,Homie went from dancing for fun to music video real quick. Congrats!
Post.wow,"Didn't like them at first , love them now !!"
Post.wow,Post malone.  Love u boo.. ur my daddy  love... rock it. Boo.  Sauce it. Salt it..  bring that spice
Post.wow,"0:58 you gotta love that wow. departure. I¡¯ve listened to this song 30+ times

Edit: No I¡¯m not talking about that defunct airline of the same name"
Post.wow,"the title should be, 'a day in the life of post malone'"
Post.wow,"Malone looks like a awesome, down to earth, nice guy."
Post.wow,A million year silence for all those who disliked this Legendry song...
Post.wow,"Whoever likes this will be rich and 
successful <U+0001F44C><U+0001F911><U+0001F4AF>"
Post.wow,Love how he¡¯s pretending to to play an actually instrument lol that would actually mean you have talent haha
Post.wow,"So very nice good bit. Good music, good clip. respect from Ukraine."
Post.wow,"Whether you like him or not, 

The dude can actually play instruments"
Post.wow,"Post, drop the mumble. U better then this."
Post.wow,"omg this guy blew cigarette smoke out from his nose, no not kush smoke, cigarette."
Post.wow,Seems like a stinky guy but mad chill <U+0001F3B8><U+0001F525><U+0001F918><U+0001F3FE>
Post.wow,Noone gonna talk about the chili peppers being in here?
Post.wow,0:21 Post Malone kicking Khaled outta his room XD
Post.wow,Who else watched this video just after hearing the song from Jack Hills' channel ??
Post.wow,This explain celebrate mv right!?
Post.wow,I like it for the red hot chili peppers band 0:43
Post.wow,"I seen the old guy a few days ago. I seen him, and i was staring. and I geuss he seen me because  did a little dace. <U+0001F601>"
Post.wow,"Posty is so f'n dope. This ain't an expensive vid but it was so good. Letting that bearded dude be apart of it bro, Posty is such a cool dude wish I could have a drink or 7 with him one time lol"
Post.wow,Lol the song makes him sound like he¡¯s a hotboy but nawww
Post.wow,My G dancing in the background a lucky man
Post.wow,Lord Jamar iss 100 percent right <U+0001F602>
Post.wow,I seriously have the BIGGEST crush on Post. I swear he reminds me of every high school crush I had. But then add them tattoos...the cig in his hand....his dancing.....I have GOT to be at least a million of his views on each video <U+0001F605><U+0001F605><U+0001F602><U+0001F602><U+0001F919><U+0001F919><U+0001F919> LOVE YOU POSTY!
Post.wow,"when this music is played, I always remember santa in the lyric video"
Post.wow,My grandma doesn¡¯t But MY GRANDPA ALWAYS BLASTS YOUR SONGS
Post.wow,"Ahhh posty <U+0001F60D>
I don't ever wanna get married again but I'd make an exception for you."
Post.wow,"I love this, I'll come Sept. 20th"
Post.wow,"I asked my grandma if she knows Post Molone




She does
And I said Wow"
Post.wow,"that's the reason why they've created the replay button 
LIT <U+0001F525>"
Post.wow,Who's here after the Lord Jamar interview?
Post.wow,0:10 U SEE THE INFINITY BLADE?
Jonas,"Mad appreciation for Priyanka, Sophie, and Danielle"
Jonas,"Joe and Sophie : Funny couple 
Kevin and Danielle : Sweet couple 
Nick and Priyanka : Sexy couple"
Jonas,"While everyone were dying on Kings Landing, Sana was chilling at Winterfell <U+0001F602><U+0001F602>"
Jonas,These outfits would have been appropriate for MET GALA 2019 having camp theme.
Jonas,"nick and priyanka- age doesn't matter
joe and sophie-height doesn't matter


hmmmmmmmmmmmmmmmmmmm"
Jonas,*Disney wants to know your location
Jonas,"So, this is what Sansa has been doing in the episode 5?"
Jonas,"So Kevin got to whistle? 

Best whistling I¡¯ve ever heard.

Do you man  Do you"
Jonas,At least half of the likes are going to be for Sophie T.
Jonas,Sophie Turner is such a queen. <U+0001F602><U+0001F44F><U+0001F3FC><U+0001F495>
Jonas,I AM LIVING FOR THIS! Their wives/fiances slayed!!!
Jonas,"The part where he says  we change the weather, I'm feeling heat in December when u r around me. In Africa it's hot I'm December so you'll obviously feel heat."
Jonas,"Producer : how beautiful do you want this to be?
Jonas Brothers : yeah"
Jonas,"While her brother's busy escaping the explosions at King's Landing, Sansa's having party at the Winterfell Hall."
Jonas,"Everybody Literally being cooked and fried in kings landing 

Sansa in winterfell:"
Jonas,Jonas Brothers feat. The Jonas Wives  LoL love it
Jonas,sansa partying at winterfell when nobody's watching
Jonas,Are you also scrolling down while listening to music? <U+0001F604><U+0001F604>
Jonas,i love how they have their wives in the video . this video can¡¯t get any better . <U+0001F629><U+0001F496>
Jonas,"Kevin and Danielle are teenage sweethearts with beautiful daughters ,a traditional American dream couple and family 
Nick and Priyanka are the hot couple , they're intense lovers who like to show it off , luxurious wedding and lifestyle ,they're the perfect Hollywood couple 
Joe and Sophie are the otp they don't take themselves to seriously ,they're chill , easy-going ,and have amazing chemistry ,meant to be"
Jonas,I love seeing Rock Stars flashing their wives instead of hired models <U+0001F918>
Jonas,Priyanka looks so beautiful in this video and she always does.Nick you chose wisely
Jonas,Only for Priyanka ....<U+0001F618>love from India<U+0001F60A>
Jonas,"*Daenerys burns king¡¯s landing to the ground*

Meanwhile Sansa at Winterfell: 1:28"
Jonas,"Director: how many dancers do you want?

Jonas brothers: umm we have a boss wife¡¯s 

Turn out: the best music in 2019

Plus sofie is so drop dead gorgeous in this video"
Jonas,The brothers who stole our hearts so long ago and the phenomenal women who stole theirs lol
Jonas,1:28 Sansa Stark in Winterfell meanwhile Daenerys destorys King's Landing.
Jonas,The last scene reminds of Kabhi Khushi Khabi Gham family photo.
Jonas,This is the first song of Jonas Brothers that i have listened and I am in love with this song!!
Jonas,When Sansa finally gets her Independent North 1:28
Jonas,All three Jonas Brothers with their ladies by their sides. This is a cool music video. Like button has been pressed.
Jonas,"Finally, they got their password back for over 7 years!"
Jonas,"Sophie Turner QUEEN
<U+0001F451>
<U+0001F471><U+200D>¡Ï<U+FE0F>
<U+0001F457><U+0001F45C>
SANSA stak PRINCES
<U+0001F451>
<U+0001F467><U+0001F3FB>
<U+0001F457>"
Jonas,Oh my beautiful wives./gurlfriens handsome husbands.. All talented..whatmore could you ask for
Jonas,"I love the Jonas Brothers. Even if I tried hard, I wouldnt be able to snatch their weave.<U+0001F618><U+0001F60D>"
Jonas,"My skin is clear, my grades are up, my depression is gone...all thanks to the Jonas brothers."
Jonas,#NAME?
Jonas,"Jonas brothers : ¡°I¡¯m a sucker for you ¡°

Me: ¡°I¡¯m a Circle for you ¡°"
Jonas,#NAME?
Jonas,Best couple of world Nikprnk@lovebird<U+0001F61A><U+0001F61A>
Jonas,Maybe there is still something to live for.....
Jonas,Why is nobody talking about the Corgis????!?!?!?skkskskskksks
Jonas,"girl in bath: drinks 
Same girl: pours res of drink into bath and spits drink into bath"
Jonas,"I Love Nick <U+0001F497> Soo Much,
Great Singing ,<U+0001F497><U+0001F44D>

And Also Joe,
They both Have Amazing 
Un-Auto Tune Voices <U+0001F44C>"
Jonas,The present picture looks like family photo <U+0001F602><U+0001F602><U+0001F602> which is cute af
Jonas,"Who still can¡¯t believe they¡¯re back, but is living for it? <U+0001F64B><U+200D>¡Ï<U+FE0F>"
Jonas,Sophie Turner be getting all the attention  <U+0001F44C><U+0001F44C><U+0001F618>
Jonas,"We go together
Better than birds of a feather, you and me
We change the weather, yeah
I'm feeling heat in December when you're 'round me

I've been dancing on top of cars and stumbling out of bars
I follow you through the dark, can't get enough
You're the medicine and the pain, the tattoo inside my brain
And, baby, you know it's obvious

I'm a sucker for you
You say the word and I'll go anywhere blindly
I'm a sucker for you, yeah
Any road you take, you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you (about you) about you (about you)
And you're making the typical me break my typical rules
It's true, I'm a sucker for you, yeah

Don't complicate it (yeah)
'Cause I know you and you know everything about me
I can't remember (yeah)
All of the nights I don't remember
When you're 'round me (oh, yeah yeah)

I've been dancing on top of cars and stumbling out of bars
I follow you through the dark, can't get enough
You're the medicine and the pain, the tattoo inside my brain
And, baby, you know it's obvious

I'm a sucker for you
You say the word and I'll go anywhere blindly
I'm a sucker for you, yeah
Any road you take, you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you (about you) about you (about you)
And you're making the typical me break my typical rules
It's true, I'm a sucker for you, yeah

I've been dancing on top of cars and stumbling out of bars
I follow you through the dark, can't get enough
You're the medicine and the pain, the tattoo inside my brain
And, baby, you know it's obvious

I'm a sucker for you
You say the word and I'll go anywhere blindly
I'm a sucker for you, yeah
Any road you take, you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you (about you) about you (about you)
And you're making the typical me break my typical rules
It's true, I'm a sucker for you
I'm a sucker for you"
Jonas,"What a time to be alive! The Jonas Brothers were literally my childhood and it's so good to hear their voices together again. Not to mention how amazing it is that Nick and Kevin featured their wives and Joe included his fiance in the music video. It's so crazy that they are all grown up now... but I'm so obsessed with this song that we just covered Sucker on my channel, hope you will watch it. Anyone else grow up listening to the Jo Bros?"
Jonas,I feel like the song got slowed down for something. Am I crazy
Jonas,THIS IS HONESTLY A FAMILY GOALS
Jonas,the future has already happened you just need to chill out and enjoy the best moments while you are in the moment
Jonas,"Joe & Kevin:Nick,can you whistle?
Nick:No,I can't.
Joe & Kevin:Ok,then.Let's make a track with whistles.
Nick:Ok,I'll figure it out!"
Jonas,Nick  and priyanka sexy couple everyone sure
Jonas,These fools was popping in 7th grade... they need to go tf back cuz ain't nobody talk about 7th grade; most embarrassing regretful year of life.
Jonas,I'm a sucker for artists putting their wives in the videos so they're not being flirty with other women.
Jonas,"Dogs: bark
Cats: meow
Me: 2019? (but this video is made in 2019...)"
Jonas,I like it and this is like Alice in Wonderland for me. (lol)
Jonas,Gorgeous Wives plus Good Looking Husbands PERFECT <U+0001F44F><U+2764><U+0001F60D>
Jonas,I wanna comment something smart but I can't think of anything.
Jonas,jonas brothers? jonas wives. whew.
Jonas,Having their wives in the video AMAZING.
Jonas,"Ive been dancing on top of cars, stumbling out of bars my favorite part"
Jonas,Am I the only one who can hear the similarity of the music to  their first¡¯s album song ¡°Australia¡±??<U+0001F629><U+0001F60D>
Jonas,Priyanka n Jonas best couple ever!
Jonas,"¡°The Jonas Brothers are back... and this time, they¡¯ve had SEX¡±"
Jonas,"This is the amount of times you have watched this video.
I
I
V"
Jonas,I listened to this song so many times that I memorized all the lyrics without even looking at it.
Jonas,I've been waiting so long for them to make another song together
Jonas,"I relate to Kevin so much


Always forgotten"
Jonas,"this is how many people are happy for the jonas brothers to be back
<U+2B07><U+FE0F>"
Jonas,"i love this song so much
i made a cover of it, would love for you to give it a listen and tell me what you think!"
Jonas,I just came from kid not to move challenge anyone the same?
Jonas,You should react to lanky box and them remake your song
Jonas,1:43 when someone says they hate this song and i'm drinking water.
Jonas,THEY ARE BAAAAAACK!
Jonas,"James Charles And Tati drama: I sleep
Jonas Brothers came back: real shit
Wendy's spicy nuggets coming back:Ascended"
Jonas,love how Kevin literally does not have to do anything but play an instrument and still feels like part of band
Jonas,"Wait the Jonas brothers sang this song, it came on the radio and it annoyed me for half an hour"
Jonas,Kevin-joe both are rocks<U+0001F60D><U+0001F929><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>shopie looks stunning<U+0001F60D><U+0001F60D><U+0001F929><U+0001F929><U+0001F929><U+0001F929><U+0001F929><U+0001F929><U+0001F929>
Jonas,They reunited just to flex their glow ups and their flawless wives. Iconique.
Jonas,Sophie is the best part of this MV! My Queen <U+0001F602><U+0001F498>
Jonas,"For some reason,
I really like the way Nick<U+0001F497> says 
Sucker,
Its like he says:
Thsucker,
Just sing this word with Nick"
Jonas,I love the jonus brothers because there really good singers
Jonas,Hear Sucker while read the comments always make me smile :-D
Jonas,Who¡¯s here before 1 million views ?<U+0001F60D>
Jonas,3 husbands 3 wifes.. <U+0001F60D> They came back STRONG
Jonas,I still remember when they were on camp rock...
Jonas,My neighbors love this song so much they threw a brick through my window to hear it better.
Jonas,June 4th a Jonas Brother's documentary comes out on Amazon Prime called Chasing Happiness.
Jonas,"Jokes on you, the Jonas Brothers can¡¯t break up. They¡¯re BROTHERS!"
Jonas,"Now I need a serie of these three living together with their wives in a only mansion.
Ahora estaria necesitando una serie de ellos viviendo juntos en una sola mansion, obviamente con sus esposas. Seria mejor que el reality de las Kardashians ahre like si apoyan mi idea(?"
Jonas,My favorite song with Xavier White - Love Questions <U+2764><U+FE0F><U+0001F525><U+2764><U+FE0F><U+0001F525>
Jonas,"ultimate family picture at the end. great clip, love that you included the women in your lives"
Jonas,I've watched this too many times aaahhhhhhhhhh
Jonas,The wives/fiancee's are in this!!! This is truly burning up someone hold meee
Jonas,Was just me that heard leprechauns instead of top of cars
Jonas,I need more of Kevin and Danielle<U+2764><U+FE0F>
Jonas,Who els just came here for the drum work
Jonas,The fact that Sophie turner was acting in game of thrones when she was the same age as joe whereas he was working in ¡®disney¡¯ is so funny........<U+0001F602>
Jonas,You put three gorgeous men and women in one video and watch how magic unfolds
Jonas,I love this song and I always play it again
Jonas,I LOVE THEIR RELATIONSHIPS <U+0001F62D><U+2764>
Jonas,My fav is Priyanka and Nick
Jonas,"Okay but it's been such a long time, you'd think they'd realize Kevin needs more lines by now"
Jonas,Finally they got their channel's Password after 7 long years!
Jonas,"O que seria de 2019 sem essa musica?
<U+0001F49C><U+0001F1E7><U+0001F1F7>"
Jonas,Honsetly I came her cuz radio and I know The Jonas Brothers because a long time a go we had a Jonas bothers game for the DS
Jonas,"I listen this song on loop especially for the Joe part.. ¡°I¡¯ve been dancing on top of cars...¡± 
Joe Jonas at 1:17 <U+0001F60D>"
Jonas,"I've been dancing on top of cars and stumbling out of bars
I follow you through the dark, can't get enough
You're the medicine and the pain, the tattoo inside my brain
And, baby, you know it's obvious ^_^"
Jonas,I love how they put their partners in the video than some random models. Perfect. <U+2764><U+FE0F>
Jonas,Like seeing Priyanka in <U+0001F1EE><U+0001F1F3> was different and now in <U+0001F1FA><U+0001F1F8> is different.
Jonas,Singing is enough in itself. Love you so much nick. I have never seen guy like you. listening everyday. <U+0001F60D><U+0001F618><U+0001F61A><U+0001F619>
Jonas,Kisses from Portugal<U+0001F60A><U+2764><U+0001F618>
Jonas,"the way Nick said all the time '' i m saka fo u'' , its really amazing to hear"
Jonas,I feel like I'm getting younger
Jonas,"They are Singing Sucking for you not looking for you? 

Confusion 100"
Jonas,"Where dat lyrics guy comin at, Ya feel me"
Jonas,Anyone here just for Nick.  Just me okay! <U+0001F92A>
Jonas,Those wives are lucky! ! <U+0001F607><U+0001F607>
Jonas,THE JONAS WIVES ARE SLAYING THIS OMFG
Jonas,I can¡¯t wait to go Jonas brother concert in Sept 25 2019.
Jonas,"Who doesn't like priyanka chopra?
Me! Me! Me!"
Jonas,"0:23 I thought that was Priyanka Chopra

Nvm"
Jonas,"this is being streamed on the radio way too much, i hope you die joe jonas"
Jonas,I love how my childhood is back and they made it better by adding all of their wives to the video to make the love real <U+0001F602><U+0001F602><U+0001F49E><U+0001F49E><U+0001F62D><U+0001F62D><U+0001F64C><U+0001F64C>
Jonas,Priyanka <U+0001F525><U+0001F525><U+0001F525>¢¾<U+FE0F><U+0001F44D>Superb
Jonas,It's so great to see so many artists coming back!! I just found Aly&AJs new music 80's vibe!<U+0001F60D>
Jonas,Sophie turner= QUEEN<U+0001F496>
Jonas,I mean I'm here just for Sansa Stark... ups.. I mean uhhh The jonas brothers! (sansa)
Jonas,The Jonas brothers can¡¯t break up they¡¯re brottttttthhhhhhherrrrss
Jonas,"Director - do u want priyanka chopra in your video 
Nick - yah!"
Jonas,OMG I LOVE NICK SO MUCH IF I MEET HIM ONE DAY ILL DIE BECAUSE IM SUCh A BIGGGGGG FANNNN<U+0001F495><U+0001F495><U+0001F493>and everyone looks good and happy so that is so lovely to see people happy in this world and being happy love it sooo much<U+0001F495><U+0001F495>
Jonas,me: i'm a sucker for school but everybody knows that's not true.....HELL NO XD
Jonas,"i love this so much. Kevin & Danielle are low key, like they've always been. I'm really happy she was cool with doing this video.
Joe & Sophie are there but not there. They seem like the most down to earth about their relationship totally in love best friends couple.
Nick & Priyanka, hot couple. the it couple. power couple. You can literally see how sex crazed she is over Nick. the honeymoon couple.
I am happy for all of them. It's just easy to notice when your own fiance is of 3 brother sibling crew. where the same dynamics apply. Happy to know we are like Joe & Sophie!!!"
Jonas,"¡°The joke¡¯s on you! The Jonas Brothers can¡¯t break up, they¡¯re B R O T H E R S¡±"
Jonas,I love you so much<U+0001F618><U+0001F618><U+0001F618><U+0001F618>
Jonas,Who else got a Sucker ad before this vid?
Jonas,"song home car big kid big
ok yes"
Jonas,Coming here after nick and priyanka at Cannes.
Jonas,This is comeback of the year. I feel like I'm 15 again. Thank you God!!!
Jonas,"We go together
Better than birds of a feather, you and me
We change the weather, yeah
I'm feeling heat in December when you're 'round me
I've been dancing on top of cars and stumbling out of bars
I follow you through the dark, can't get enough
You're the medicine and the pain, the tattoo inside my brain
And, baby, you know it's obvious
I'm a sucker for you
You say the word and I'll go anywhere blindly
I'm a sucker for you, yeah
Any road you take, you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you (about you) about you (about you)
And you're making the typical me break my typical rules
It's true, I'm a sucker for you, yeah
Don't complicate it (yeah)
'Cause I know you and you know everything about me
I can't remember (yeah)
All of the nights I don't remember
When you're 'round me (oh, yeah yeah)
I've been dancing on top of cars and stumbling out of bars
I follow you through the dark, can't get enough
You're the medicine and the pain, the tattoo inside my brain
And, baby, you know it's obvious
I'm a sucker for you
You say the word and I'll go anywhere blindly
I'm a sucker for you, yeah
Any road you take, you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you (about you) about you (about you)
And you're making the typical me break my typical rules
It's true, I'm a sucker for you, yeah
I've been dancing on top of cars and stumbling out of bars
I follow you through the dark, can't get enough
You're the medicine and the pain, the tattoo inside my brain
And, baby, you know it's obvious
I'm a sucker for you
You say the word and I'll go anywhere blindly
I'm a sucker for you, yeah
Any road you take, you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you (about you) about you (about you)
And you're making the typical me break my typical rules
It's true, I'm a sucker for you
I'm a sucker for you"
Jonas,Why does this remind me of A Wrinkle In Time?
Jonas,"for priyanka <U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D>
Indian love this song .
Most of the millions are coming from India because Jonas Has the charm of priyanka.
Love you so much Priyanka and Jonas."
Jonas,Love u Jonas brothers and my friend said she loves y¡¯all so much to bad the one she likes is married lol<U+0001F602><U+0001F602><U+0001F923>
Jonas,"omg i love how their wives/fiances<U+00A0>
are in this like wtf ICONIC"
Jonas,When I saw this it brought me back to Camp Rock
Jonas,Original Forest Gump song <U+0001F646><U+200D>¡Ï<U+FE0F>
Jonas,The jonas brothers  yes yes
Jonas,I love the Jonas brothers and I¡¯m a huge fan of them<U+2764><U+FE0F><U+0001F49C>
Jonas,Jonas Brothers comeback is the highlight of 2019
Jonas,I thought that this song will not be my style of song but now I heard the song and I love it
Jonas,Sansa just chilling while Everyone is dying at king's landing
Jonas,Omg Kevin is so underrated
Jonas,"Idk the Jonas Brothers well, does Kevin even sing?"
Jonas,"Good way to remind us they¡¯re all taken/married now <U+0001F62D>
My teenage self is crying"
Jonas,Still can't get enough of this song.  Brilliant!  And love the vid.
Jonas,You should watch Jared Dines' cover of this<U+0001F44C><U+0001F44C>
Jonas,Jonas brothers and the little mix would be awesome
Jonas,"The Queen in the North is on her throne, we should have guessed this :D"
Jonas,Disney Chanel has entered the chat <U+0001F602>
Jonas,"THEIR WIVES ARE SURGICALLY ATTACHED TO THEM, ITS OFFICIAL"
Jonas,Oh my gosh they are going on tour the day before my birthday !
Jonas,Nick singing in the tub <U+0001F923><U+0001F923>
Jonas,I managed to listen to about 18 seconds of this nonsense before I had to choose between shutting it off or shoving forks in both ears.
Jonas,My dudes came back all married and mature
Jonas,who else wants camp rock 3 and 4 and 10 films more??? heeheh
Jonas,so we have Sansa from House Stark and Joe from House Jonas
Jonas,Family Goals.. <U+0001F481><U+0001F3FB><U+200D>¡Ï<U+FE0F>
Jonas,This is awesome. I didn't know that they will back!
Jonas,"Jonas brothers: Knock knock
Me: Who's there
Jonas brothers: 2007"
Jonas,"At first, I thought it was made by the guy who made Feel It Still when I first heard it."
Jonas,"I can't imagine how proud the parents must be of these young men. <U+0001F4AA><U+0001F49D>
Congrats on another hit."
Jonas,jonas brothers are reviving so fast<U+0001F44D><U+0001F44D><U+0001F60E><U+0001F60E>
Jonas,"Great fusion. ..70's to present. ...
Greetings from Romania"
Jonas,childhood has entered the chat
Jonas,This song has colors. (2019) <U+2618><U+FE0F>
Jonas,I¡¯m a sucker for this Song.
Jonas,I L<U+0001F499><U+0001F49C><U+0001F49D>VE THIS SONG!!!!
Jonas,That face of sophiee my God she's so beautiful!<U+0001F622><U+0001F622><U+0001F493><U+0001F493><U+0001F493>  I love her and Joe together
Post.sun,this is one of those songs that just gives off happy and chill vibes <U+0001F525>
Post.sun,Bro Post Malone has the rare ability to look homeless and rich at the same time
Post.sun,Swae Lee and post Malones voice together is good
Post.sun,This song makes me feel happy and pretty IDK why.
Post.sun,"0%bad  words  
0%sexual 
12%ciggaratte 
100%good song"
Post.sun,"When ever I hear this song, I start singing like Miles Morales"
Post.sun,"Post Malone & Swae Lee this song is lit <U+0001F525><U+0001F525><U+0001F525> <U+0001F33B><U+0001F33B><U+0001F33B><U+0001F33B>
<U+2B07><U+FE0F>"
Post.sun,"Marvel: Infinity war is the best crossover
Post Malone: Hold my flower"
Post.sun,"Like = Sunflower 
Comment = Despacito"
Post.sun,Your singing voice is so good. Y'all should make more music together.
Post.sun,This song is so criminally short.
Post.sun,I went for you like 100 like I love these song for post Malone <U+0001F601><U+0001F601><U+0001F601>
Post.sun,I am here because of Sleekwhisker and Darktail MAP
Post.sun,Miles¡¯ song to relax and detach from walls/ceilings.
Post.sun,"Then you're left in the dust
Has flashback to Infinity War"
Post.sun,This song is stuck in my head now
Post.sun,<U+2764><U+FE0F><U+0001F64F><U+0001F3FB>Thank you all for the likes
Post.sun,"I love everything Post Malone,  but this is my favorite <3"
Post.sun,I love this so much! My Best Song Both Combo! GREAT!!! LEFT IN THE DUST! YOU'RE THE SUNFLOWER!
Post.sun,"This song make me feel so happy, and like all my problems just melt away. I love their voices together, my God.<U+0001F62D><U+0001F62D><U+0001F62D><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+2764><U+2764><U+2764><U+2764><U+0001F64C><U+0001F3FC>"
Post.sun,After listening to this my girlfriend daisy turned into a sunflower
Post.sun,Today I got rejected by my crush<U+0001F62A> this song made me feel better
Post.sun,"Swae lee and post melone sunflower so its good
|
V"
Post.sun,i dont know why but i really like this song..<U+2764>
Post.sun,O cara viaja de tao bom que e a musica <U+0001F919><U+0001F3FE><U+0001F919><U+0001F3FE><U+0001F919><U+0001F3FE><U+0001F646><U+0001F3FE><U+200D>¡Î<U+FE0F> #muitofoda
Post.sun,I could listen to his voice forever ... it's beautiful! <U+0001F64F><U+2764><U+263A><U+0001F341>
